1, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
326, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie, 80, 4, 4
327, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
328, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
329, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:creeper, 80, 4, 4
330, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:slime, 80, 4, 4
331, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:enderman, 10, 1, 4
332, extreme_hills, minecraft:frozen_peaks, MONSTER, minecraft:witch, 5, 1, 1
333, extreme_hills, minecraft:frozen_peaks, MONSTER, bewitchment:ghost, 20, 1, 1
334, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:goat, 5, 1, 3
335, extreme_hills, minecraft:frozen_peaks, CREATURE, wildernature:minisheep, 13, 3, 6
336, extreme_hills, minecraft:frozen_peaks, CREATURE, minecraft:sheep, 6, 2, 3
337, extreme_hills, minecraft:frozen_peaks, AMBIENT, minecraft:bat, 10, 8, 8
338, extreme_hills, minecraft:frozen_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
339, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
340, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
341, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
342, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
343, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
344, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
345, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 10, 1, 4
346, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
347, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 5, 1, 1
348, river, minecraft:frozen_river, MONSTER, bewitchment:ghost, 20, 1, 1
349, river, minecraft:frozen_river, CREATURE, wildernature:pelican, 7, 3, 5
350, river, minecraft:frozen_river, CREATURE, meadow:water_buffalo, 5, 2, 3
351, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
352, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
353, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 5, 1, 4
354, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
355, private, ad_astra:glacio_ice_peaks, CREATURE, ad_astra:glacian_ram, 12, 2, 4
356, private, ad_astra:glacio_snowy_barrens, CREATURE, ad_astra:glacian_ram, 12, 2, 4
357, forest, minecraft:grove, MONSTER, minecraft:spider, 80, 4, 4
358, forest, minecraft:grove, MONSTER, minecraft:zombie, 80, 4, 4
359, forest, minecraft:grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
360, forest, minecraft:grove, MONSTER, minecraft:skeleton, 80, 4, 4
361, forest, minecraft:grove, MONSTER, minecraft:creeper, 80, 4, 4
362, forest, minecraft:grove, MONSTER, minecraft:slime, 80, 4, 4
363, forest, minecraft:grove, MONSTER, minecraft:enderman, 10, 1, 4
364, forest, minecraft:grove, MONSTER, minecraft:witch, 5, 1, 1
365, forest, minecraft:grove, MONSTER, bewitchment:ghost, 20, 1, 1
366, forest, minecraft:grove, MONSTER, bewitchment:werewolf, 20, 1, 1
367, forest, minecraft:grove, CREATURE, minecraft:sheep, 12, 4, 4
368, forest, minecraft:grove, CREATURE, minecraft:cow, 8, 4, 4
369, forest, minecraft:grove, CREATURE, minecraft:wolf, 8, 4, 4
370, forest, minecraft:grove, CREATURE, minecraft:rabbit, 5, 2, 3
371, forest, minecraft:grove, CREATURE, minecraft:fox, 8, 2, 4
372, forest, minecraft:grove, CREATURE, wildernature:boar, 14, 4, 5
373, forest, minecraft:grove, CREATURE, wildernature:deer, 13, 2, 4
374, forest, minecraft:grove, CREATURE, wildernature:hedgehog, 13, 1, 3
375, forest, minecraft:grove, CREATURE, bewitchment:owl, 10, 1, 2
376, forest, minecraft:grove, CREATURE, wildernature:owl, 12, 2, 3
377, forest, minecraft:grove, CREATURE, bewitchment:raven, 10, 1, 3
378, forest, minecraft:grove, CREATURE, wildernature:turkey, 12, 3, 5
379, forest, minecraft:grove, CREATURE, meadow:wooly_cow, 10, 2, 3
380, forest, minecraft:grove, AMBIENT, minecraft:bat, 10, 8, 8
381, forest, minecraft:grove, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
382, private, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
383, private, minecraft:ice_spikes, MONSTER, minecraft:zombie, 80, 4, 4
384, private, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 5, 1, 1
385, private, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
386, private, minecraft:ice_spikes, MONSTER, minecraft:creeper, 80, 4, 4
387, private, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
388, private, minecraft:ice_spikes, MONSTER, minecraft:enderman, 10, 1, 4
389, private, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
390, private, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
391, private, minecraft:ice_spikes, MONSTER, bewitchment:ghost, 20, 1, 1
392, private, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
393, private, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 5, 1, 2
394, private, minecraft:ice_spikes, CREATURE, wildernature:penguin, 11, 4, 6
395, private, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
396, private, minecraft:ice_spikes, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
397, private, ad_astra:infernal_venus_barrens, MONSTER, ad_astra:mogler, 80, 1, 3
398, private, ad_astra:infernal_venus_barrens, MONSTER, ad_astra:sulfur_creeper, 80, 1, 3
399, private, ad_astra:infernal_venus_barrens, MONSTER, ad_astra:zombified_pygro, 80, 1, 2
400, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:spider, 80, 4, 4
401, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie, 80, 4, 4
402, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:zombie_villager, 5, 1, 1
403, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
404, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:creeper, 80, 4, 4
405, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:slime, 80, 4, 4
406, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:enderman, 10, 1, 4
407, extreme_hills, minecraft:jagged_peaks, MONSTER, minecraft:witch, 5, 1, 1
408, extreme_hills, minecraft:jagged_peaks, MONSTER, bewitchment:ghost, 20, 1, 1
409, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:goat, 5, 1, 3
410, extreme_hills, minecraft:jagged_peaks, CREATURE, wildernature:minisheep, 13, 3, 6
411, extreme_hills, minecraft:jagged_peaks, CREATURE, minecraft:sheep, 6, 2, 3
412, extreme_hills, minecraft:jagged_peaks, AMBIENT, minecraft:bat, 10, 8, 8
413, extreme_hills, minecraft:jagged_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
414, jungle, minecraft:jungle, MONSTER, minecraft:spider, 80, 4, 4
415, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 80, 4, 4
416, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
417, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 80, 4, 4
418, jungle, minecraft:jungle, MONSTER, minecraft:creeper, 80, 4, 4
419, jungle, minecraft:jungle, MONSTER, minecraft:slime, 80, 4, 4
420, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 10, 1, 4
421, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
422, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 5, 1, 3
423, jungle, minecraft:jungle, MONSTER, bewitchment:ghost, 20, 1, 1
424, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
425, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
426, jungle, minecraft:jungle, CREATURE, minecraft:panda, 5, 1, 2
427, jungle, minecraft:jungle, CREATURE, minecraft:frog, 8, 3, 4
428, jungle, minecraft:jungle, CREATURE, bewitchment:toad, 10, 1, 3
429, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
430, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
431, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
432, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
433, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
434, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
435, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
436, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
437, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
438, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
439, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
440, ocean, minecraft:lukewarm_ocean, MONSTER, bewitchment:ghost, 20, 1, 1
441, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
442, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
443, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
444, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
445, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
446, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 5, 1, 3
447, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
448, private, ad_astra:lunar_wastelands, MONSTER, ad_astra:corrupted_lunarian, 80, 1, 3
449, private, ad_astra:lunar_wastelands, MONSTER, ad_astra:star_crawler, 80, 1, 3
450, private, minecraft:lush_caves, MONSTER, minecraft:spider, 80, 4, 4
451, private, minecraft:lush_caves, MONSTER, minecraft:zombie, 80, 4, 4
452, private, minecraft:lush_caves, MONSTER, minecraft:zombie_villager, 5, 1, 1
453, private, minecraft:lush_caves, MONSTER, minecraft:skeleton, 80, 4, 4
454, private, minecraft:lush_caves, MONSTER, minecraft:creeper, 80, 4, 4
455, private, minecraft:lush_caves, MONSTER, minecraft:slime, 80, 4, 4
456, private, minecraft:lush_caves, MONSTER, minecraft:enderman, 10, 1, 4
457, private, minecraft:lush_caves, MONSTER, minecraft:witch, 5, 1, 1
458, private, minecraft:lush_caves, MONSTER, bewitchment:ghost, 20, 1, 1
459, private, minecraft:lush_caves, AMBIENT, minecraft:bat, 10, 8, 8
460, private, minecraft:lush_caves, AXOLOTLS, minecraft:axolotl, 10, 4, 6
461, private, minecraft:lush_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
462, private, minecraft:lush_caves, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
463, private, minecraft:mangrove_swamp, MONSTER, minecraft:spider, 80, 4, 4
464, private, minecraft:mangrove_swamp, MONSTER, minecraft:zombie, 80, 4, 4
465, private, minecraft:mangrove_swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
466, private, minecraft:mangrove_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
467, private, minecraft:mangrove_swamp, MONSTER, minecraft:creeper, 80, 4, 4
468, private, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 80, 4, 4
469, private, minecraft:mangrove_swamp, MONSTER, minecraft:enderman, 10, 1, 4
470, private, minecraft:mangrove_swamp, MONSTER, minecraft:witch, 5, 1, 1
471, private, minecraft:mangrove_swamp, MONSTER, minecraft:slime, 5, 1, 1
472, private, minecraft:mangrove_swamp, MONSTER, bewitchment:ghost, 20, 1, 1
473, private, minecraft:mangrove_swamp, CREATURE, minecraft:frog, 10, 2, 5
474, private, minecraft:mangrove_swamp, CREATURE, bewitchment:toad, 10, 1, 3
475, private, minecraft:mangrove_swamp, AMBIENT, minecraft:bat, 10, 8, 8
476, private, minecraft:mangrove_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
477, private, minecraft:mangrove_swamp, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
478, private, ad_astra:martian_canyon_creek, MONSTER, ad_astra:martian_raptor, 80, 1, 3
479, private, ad_astra:martian_polar_caps, MONSTER, ad_astra:martian_raptor, 80, 1, 3
480, private, ad_astra:martian_wastelands, MONSTER, ad_astra:martian_raptor, 80, 1, 3
481, plains, minecraft:meadow, MONSTER, minecraft:spider, 80, 4, 4
482, plains, minecraft:meadow, MONSTER, minecraft:zombie, 80, 4, 4
483, plains, minecraft:meadow, MONSTER, minecraft:zombie_villager, 5, 1, 1
484, plains, minecraft:meadow, MONSTER, minecraft:skeleton, 80, 4, 4
485, plains, minecraft:meadow, MONSTER, minecraft:creeper, 80, 4, 4
486, plains, minecraft:meadow, MONSTER, minecraft:slime, 80, 4, 4
487, plains, minecraft:meadow, MONSTER, minecraft:enderman, 10, 1, 4
488, plains, minecraft:meadow, MONSTER, minecraft:witch, 5, 1, 1
489, plains, minecraft:meadow, MONSTER, bewitchment:ghost, 20, 1, 1
490, plains, minecraft:meadow, CREATURE, minecraft:donkey, 5, 1, 2
491, plains, minecraft:meadow, CREATURE, minecraft:rabbit, 5, 2, 6
492, plains, minecraft:meadow, CREATURE, minecraft:sheep, 5, 2, 4
493, plains, minecraft:meadow, CREATURE, minecraft:chicken, 6, 2, 3
494, plains, minecraft:meadow, CREATURE, minecraft:cow, 6, 2, 3
495, plains, minecraft:meadow, CREATURE, wildernature:minisheep, 13, 3, 6
496, plains, minecraft:meadow, CREATURE, meadow:wooly_cow, 10, 2, 3
497, plains, minecraft:meadow, AMBIENT, minecraft:bat, 10, 8, 8
498, plains, minecraft:meadow, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
499, private, ad_astra:mercury_deltas, MONSTER, minecraft:magma_cube, 80, 1, 3
500, private, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 8, 4, 8
501, private, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
502, private, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
503, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
504, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
505, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 5, 4, 4
506, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
507, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
508, nether, minecraft:nether_wastes, MONSTER, bewitchment:hellhound, 6, 1, 1
509, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
510, private, spectrum:noxshroom_forest, MONSTER, minecraft:cave_spider, 80, 4, 8
511, private, spectrum:noxshroom_forest, MONSTER, minecraft:zombie, 80, 4, 4
512, private, spectrum:noxshroom_forest, MONSTER, minecraft:skeleton, 80, 4, 4
513, private, spectrum:noxshroom_forest, AMBIENT, minecraft:bat, 10, 8, 8
514, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
515, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
516, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
517, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
518, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
519, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
520, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 10, 1, 4
521, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
522, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 5, 1, 1
523, ocean, minecraft:ocean, MONSTER, bewitchment:ghost, 20, 1, 1
524, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
525, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
526, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
527, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
528, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
529, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
530, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
531, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
532, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
533, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
534, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
535, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 10, 1, 4
536, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
537, forest, minecraft:old_growth_birch_forest, MONSTER, bewitchment:ghost, 20, 1, 1
538, forest, minecraft:old_growth_birch_forest, MONSTER, bewitchment:werewolf, 20, 1, 1
539, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
540, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 8, 4, 4
541, forest, minecraft:old_growth_birch_forest, CREATURE, wildernature:boar, 14, 4, 5
542, forest, minecraft:old_growth_birch_forest, CREATURE, wildernature:deer, 13, 2, 4
543, forest, minecraft:old_growth_birch_forest, CREATURE, wildernature:hedgehog, 13, 1, 3
544, forest, minecraft:old_growth_birch_forest, CREATURE, bewitchment:owl, 10, 1, 2
545, forest, minecraft:old_growth_birch_forest, CREATURE, wildernature:owl, 12, 2, 3
546, forest, minecraft:old_growth_birch_forest, CREATURE, bewitchment:raven, 10, 1, 3
547, forest, minecraft:old_growth_birch_forest, CREATURE, wildernature:turkey, 12, 3, 5
548, forest, minecraft:old_growth_birch_forest, CREATURE, meadow:wooly_cow, 10, 2, 3
549, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
550, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
551, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
552, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
553, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
554, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
555, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
556, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
557, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 10, 1, 4
558, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
559, taiga, minecraft:old_growth_pine_taiga, MONSTER, bewitchment:ghost, 20, 1, 1
560, taiga, minecraft:old_growth_pine_taiga, MONSTER, bewitchment:vampire, 20, 1, 1
561, taiga, minecraft:old_growth_pine_taiga, MONSTER, bewitchment:werewolf, 20, 1, 1
562, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
563, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
564, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
565, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 8, 4, 4
566, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 4, 4
567, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
568, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 8, 2, 4
569, taiga, minecraft:old_growth_pine_taiga, CREATURE, bewitchment:owl, 10, 1, 2
570, taiga, minecraft:old_growth_pine_taiga, CREATURE, wildernature:red_wolf, 12, 2, 4
571, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
572, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
573, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
574, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
575, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
576, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
577, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
578, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
579, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 10, 1, 4
580, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
581, taiga, minecraft:old_growth_spruce_taiga, MONSTER, bewitchment:ghost, 20, 1, 1
582, taiga, minecraft:old_growth_spruce_taiga, MONSTER, bewitchment:vampire, 20, 1, 1
583, taiga, minecraft:old_growth_spruce_taiga, MONSTER, bewitchment:werewolf, 20, 1, 1
584, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
585, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
586, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
587, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 8, 4, 4
588, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 8, 4, 4
589, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
590, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 8, 2, 4
591, taiga, minecraft:old_growth_spruce_taiga, CREATURE, bewitchment:owl, 10, 1, 2
592, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
593, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
594, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
595, plains, minecraft:plains, MONSTER, minecraft:zombie, 80, 4, 4
596, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
597, plains, minecraft:plains, MONSTER, minecraft:skeleton, 80, 4, 4
598, plains, minecraft:plains, MONSTER, minecraft:creeper, 80, 4, 4
599, plains, minecraft:plains, MONSTER, minecraft:slime, 80, 4, 4
600, plains, minecraft:plains, MONSTER, minecraft:enderman, 10, 1, 4
601, plains, minecraft:plains, MONSTER, minecraft:witch, 5, 1, 1
602, plains, minecraft:plains, MONSTER, bewitchment:ghost, 20, 1, 1
603, plains, minecraft:plains, MONSTER, bewitchment:vampire, 20, 1, 1
604, plains, minecraft:plains, CREATURE, minecraft:sheep, 12, 4, 4
605, plains, minecraft:plains, CREATURE, minecraft:pig, 10, 4, 4
606, plains, minecraft:plains, CREATURE, minecraft:chicken, 10, 4, 4
607, plains, minecraft:plains, CREATURE, minecraft:cow, 8, 4, 4
608, plains, minecraft:plains, CREATURE, minecraft:horse, 5, 2, 6
609, plains, minecraft:plains, CREATURE, minecraft:donkey, 5, 1, 3
610, plains, minecraft:plains, CREATURE, wildernature:dog, 5, 1, 1
611, plains, minecraft:plains, CREATURE, wildernature:raccoon, 12, 2, 3
612, plains, minecraft:plains, CREATURE, bewitchment:raven, 10, 1, 3
613, plains, minecraft:plains, CREATURE, bewitchment:snake, 6, 1, 2
614, plains, minecraft:plains, CREATURE, wildernature:squirrel, 10, 2, 2
615, plains, minecraft:plains, AMBIENT, minecraft:bat, 10, 8, 8
616, plains, minecraft:plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
617, private, minecells:promenade, MONSTER, minecells:leaping_zombie, 12, 1, 1
618, private, minecells:promenade, MONSTER, minecells:grenadier, 5, 1, 1
619, private, minecells:promenade, MONSTER, minecells:mutated_bat, 5, 1, 1
620, private, minecells:promenade, MONSTER, minecells:runner, 5, 1, 1
621, private, spectrum:razor_edge, MONSTER, minecraft:zombie, 80, 4, 4
622, private, spectrum:razor_edge, MONSTER, minecraft:skeleton, 80, 4, 4
623, private, spectrum:razor_edge, MONSTER, minecraft:creeper, 80, 4, 4
624, private, spectrum:razor_edge, MONSTER, minecraft:stray, 80, 4, 8
625, private, spectrum:razor_edge, MONSTER, minecraft:phantom, 5, 1, 2
626, private, spectrum:razor_edge, AMBIENT, minecraft:bat, 10, 8, 8
627, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
628, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
629, river, minecraft:river, MONSTER, minecraft:zombie_villager, 5, 1, 1
630, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
631, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
632, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
633, river, minecraft:river, MONSTER, minecraft:enderman, 10, 1, 4
634, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
635, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
636, river, minecraft:river, MONSTER, bewitchment:ghost, 20, 1, 1
637, river, minecraft:river, CREATURE, wildernature:pelican, 7, 3, 5
638, river, minecraft:river, CREATURE, meadow:water_buffalo, 5, 2, 3
639, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
640, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
641, river, minecraft:river, WATER_CREATURE, minecraft:squid, 5, 1, 4
642, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
643, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
644, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
645, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
646, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
647, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 80, 4, 4
648, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
649, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 10, 1, 4
650, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
651, savanna, minecraft:savanna, MONSTER, bewitchment:ghost, 20, 1, 1
652, savanna, minecraft:savanna, CREATURE, minecraft:horse, 5, 2, 6
